Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Age_group
Single,General,1,Social Sciences,1,Secondary Education,106.0,1,Secondary,Secondary,Technicians,Technicians,105.0,0,0,0,1,Male,0,20,0,0,6,9,5,11.0,0,0,6,9,5,12.166666666666666,0,11.1,0.6,2.02,Graduate,20-22
Single,General,1,Arts/Communication,1,Secondary Education,162.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,142.8,1,0,0,1,Male,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout,20-22
Married/Union,Transfer/Change,3,Business/Economy,0,Secondary Education,120.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,128.2,1,0,0,1,Male,0,32,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,30+
Married/Union,Transfer/Change,1,Business/Economy,0,Basic Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Craft/Trade,Plant/Machine,120.0,0,0,0,1,Male,0,39,0,0,5,9,0,0.0,0,0,5,5,1,10.0,0,12.7,3.7,-1.7,Dropout,30+
Single,Other,1,Engineering/Tech,1,Higher Education,130.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,130.0,0,0,0,0,Male,0,33,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,30+
Single,General,2,Business/Economy,1,Secondary Education,128.0,1,No Schooling/Primary,No Schooling/Primary,Service/Sales,Plant/Machine,121.7,0,0,0,1,Male,1,20,0,0,5,5,5,12.4,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,Graduate,20-22
Single,General,1,Agriculture,1,Secondary Education,124.0,1,No Schooling/Primary,Basic Education,Elementary,Craft/Trade,116.0,0,0,0,1,Male,0,19,0,0,6,8,6,15.5,0,0,6,10,6,14.1,0,16.2,0.3,-0.92,Graduate,17-19
Married/Union,Transfer/Change,1,Business/Economy,0,Secondary Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Service/Sales,Plant/Machine,133.2,0,0,0,0,Male,0,43,0,0,5,13,2,11.5,0,0,5,12,3,10.8,0,13.9,-0.3,0.79,Dropout,30+
Married/Union,Transfer/Change,1,Business/Economy,0,Secondary Education,114.0,1,No Schooling/Primary,No Schooling/Primary,Craft/Trade,Plant/Machine,116.7,0,0,0,1,Male,0,49,0,0,5,7,4,13.333333333333334,0,0,5,9,4,11.6,1,16.2,0.3,-0.92,Dropout,30+
Single,General,2,Arts/Communication,1,Secondary Education,140.0,1,No Schooling/Primary,No Schooling/Primary,Service/Sales,Craft/Trade,126.4,1,0,0,1,Male,1,18,0,0,6,8,6,12.666666666666666,0,0,6,6,6,13.5,0,12.7,3.7,-1.7,Graduate,17-19
Single,Transfer/Change,1,Agriculture,1,Secondary Education,160.0,1,Secondary,No Schooling/Primary,Elementary,Elementary,140.0,0,0,0,1,Male,0,27,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Enrolled,26-29
Single,General,1,Business/Economy,1,Secondary Education,122.0,1,Secondary,Basic Education,Elementary,Elementary,120.3,1,0,0,1,Male,1,19,0,0,5,8,5,12.6,0,0,5,9,5,13.6,0,8.9,1.4,3.51,Dropout,17-19
Single,Transfer/Change,1,Arts/Communication,1,Secondary Education,140.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Other,118.0,0,0,1,1,Male,1,45,0,0,6,6,6,13.5,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,30+
Single,Special/Island/Ordinance,1,Business/Economy,1,Secondary Education,160.0,1,No Schooling/Primary,Other,Elementary,Elementary,149.5,1,0,0,0,Male,0,19,0,0,6,6,6,13.0,0,0,6,8,6,13.0,0,13.9,-0.3,0.79,Graduate,17-19
Single,Transfer/Change,1,Agriculture,1,Higher Education,130.0,1,Secondary,Higher Education,Elementary,Agriculture/Fishery,130.0,0,0,0,1,Male,1,21,0,0,6,15,6,11.714285714285714,0,0,6,8,4,11.75,0,13.9,-0.3,0.79,Graduate,20-22
Single,General,1,Business/Economy,1,Secondary Education,141.0,1,Secondary,Secondary,Service/Sales,Elementary,126.3,0,0,0,1,Male,1,18,0,0,6,8,6,12.166666666666666,0,0,6,7,5,13.0,0,13.9,-0.3,0.79,Graduate,17-19
Single,General,3,Business/Economy,1,Secondary Education,127.0,1,No Schooling/Primary,No Schooling/Primary,Service/Sales,Craft/Trade,116.2,0,0,0,1,Male,0,18,0,0,5,10,0,0.0,1,0,5,13,0,0.0,0,9.4,-0.8,-3.12,Dropout,17-19
Single,General,1,Business/Economy,1,Secondary Education,126.0,1,No Schooling/Primary,No Schooling/Primary,Service/Sales,Managers,126.0,0,0,0,0,Male,0,29,0,0,6,12,0,0.0,0,0,6,6,0,0.0,6,9.4,-0.8,-3.12,Dropout,26-29
Single,General,1,Business/Economy,1,Secondary Education,131.0,1,Secondary,Secondary,Clerical,Elementary,122.3,0,0,0,1,Male,0,19,0,0,5,6,5,11.5,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,Graduate,17-19
Single,General,1,Business/Economy,1,Secondary Education,130.0,1,Basic Education,Basic Education,Elementary,Craft/Trade,119.5,1,0,0,1,Male,1,18,0,0,5,7,4,11.25,0,0,5,6,4,12.25,0,12.4,0.5,1.79,Enrolled,17-19
Single,Transfer/Change,1,Arts/Communication,1,Higher Education,130.0,1,Secondary,Secondary,Elementary,Elementary,131.8,0,0,0,1,Male,1,22,0,2,7,7,7,12.285714285714286,0,5,9,10,8,12.375,0,12.4,0.5,1.79,Graduate,20-22
Single,General,6,Health/Medicine,1,Secondary Education,140.0,1,Secondary,Secondary,Clerical,Technicians,130.7,1,0,0,1,Male,1,18,0,0,7,7,7,12.718571428571428,0,0,8,11,8,12.805555555555555,0,11.1,0.6,2.02,Dropout,17-19
Single,Transfer/Change,1,Engineering/Tech,1,Higher Education,140.0,1,Secondary,Basic Education,Clerical,Craft/Trade,140.0,0,0,0,1,Male,0,20,0,2,6,12,5,12.4,0,1,6,11,2,15.0,0,13.9,-0.3,0.79,Enrolled,20-22
Single,General,1,Arts/Communication,1,Secondary Education,140.0,1,Basic Education,Basic Education,Managers,Managers,129.5,1,0,0,1,Male,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,20-22
Separated/Divorced/Widower,Transfer/Change,1,Business/Economy,1,Basic Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Elementary,Craft/Trade,130.0,0,0,1,1,Male,1,29,0,0,6,16,1,14.0,0,0,6,7,0,0.0,0,11.1,0.6,2.02,Dropout,26-29
Single,Transfer/Change,1,Business/Economy,1,Secondary Education,120.0,1,Other,Other,Unknown,Clerical,114.0,1,0,0,1,Male,0,29,0,0,5,10,3,11.666666666666666,0,0,5,8,4,11.25,0,7.6,2.6,0.32,Dropout,26-29
Single,Transfer/Change,1,Arts/Communication,1,Secondary Education,121.0,1,Secondary,Secondary,Clerical,Service/Sales,121.0,1,0,0,1,Male,0,23,0,0,6,15,1,13.0,0,0,6,8,4,11.25,0,9.4,-0.8,-3.12,Enrolled,23-25
Single,General,1,Arts/Communication,1,Secondary Education,123.0,1,Higher Education,Other,Professionals,Elementary,116.4,1,0,1,1,Male,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,136.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,121.7,1,0,0,1,Male,0,18,0,0,5,10,0,0.0,0,0,5,11,1,12.0,3,7.6,2.6,0.32,Dropout,17-19
Married/Union,Transfer/Change,1,Business/Economy,1,Secondary Education,136.0,1,Higher Education,Higher Education,Technicians,Managers,130.0,1,0,0,1,Male,0,22,0,2,6,13,4,11.5,0,2,6,12,2,12.5,0,7.6,2.6,0.32,Dropout,20-22
Single,Transfer/Change,1,Business/Economy,0,Secondary Education,120.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,120.0,1,0,1,1,Male,0,34,0,6,10,10,7,11.714285714285714,0,4,10,10,6,11.5,0,10.8,1.4,1.74,Dropout,30+
Single,Transfer/Change,1,Business/Economy,0,Higher Education,160.0,1,Higher Education,Higher Education,Professionals,Managers,125.0,0,0,0,1,Male,0,26,0,0,5,7,5,12.6,0,0,5,7,5,13.714285714285714,0,13.9,-0.3,0.79,Graduate,26-29
Single,General,1,Arts/Communication,1,Secondary Education,125.0,1,No Schooling/Primary,No Schooling/Primary,Craft/Trade,Elementary,134.1,1,0,0,1,Male,0,24,0,12,17,19,13,11.642857142857142,0,12,17,25,12,11.25,0,11.1,0.6,2.02,Dropout,23-25
Single,General,1,Business/Economy,1,Secondary Education,146.0,1,Secondary,Secondary,Elementary,Plant/Machine,149.5,1,0,0,1,Male,1,17,0,0,6,8,6,14.875,0,0,6,8,6,13.428571428571429,0,11.1,0.6,2.02,Graduate,17-19
Single,Transfer/Change,4,Business/Economy,1,Secondary Education,117.0,1,Higher Education,Higher Education,Clerical,Clerical,113.2,0,0,0,1,Male,0,21,0,0,5,11,2,10.0,0,0,5,10,3,10.333333333333334,0,9.4,-0.8,-3.12,Enrolled,20-22
Married/Union,Transfer/Change,1,Business/Economy,0,Secondary Education,150.0,1,Secondary,Higher Education,Clerical,Professionals,146.0,0,0,0,1,Male,0,34,0,0,5,5,5,14.2,0,0,5,5,5,14.6,0,12.7,3.7,-1.7,Enrolled,30+
Single,Transfer/Change,1,Agriculture,1,Higher Education,140.0,1,Basic Education,No Schooling/Primary,Agriculture/Fishery,Craft/Trade,140.0,1,0,0,1,Male,0,19,0,0,6,8,6,12.714285714285714,0,0,6,9,6,13.5,0,12.4,0.5,1.79,Graduate,17-19
Married/Union,Transfer/Change,1,Agriculture,1,Secondary Education,111.0,1,Secondary,Higher Education,Clerical,Professionals,162.4,0,0,1,0,Male,0,49,0,4,12,16,5,11.6,0,2,7,7,5,11.2,0,8.9,1.4,3.51,Dropout,30+
Single,Transfer/Change,1,Health/Medicine,1,Secondary Education,120.0,1,Higher Education,Higher Education,Clerical,Service/Sales,136.6,0,0,0,1,Male,0,23,0,0,7,14,5,11.94,0,0,7,14,6,12.2,0,13.9,-0.3,0.79,Dropout,23-25
Single,General,3,Engineering/Tech,1,Secondary Education,111.0,1,Secondary,Basic Education,Elementary,Plant/Machine,111.0,1,0,0,1,Male,0,18,0,0,5,10,4,11.6,0,0,5,9,3,14.2,0,12.4,0.5,1.79,Dropout,17-19
Single,General,1,Health/Medicine,1,Secondary Education,118.0,1,Other,Secondary,Clerical,Other,115.7,0,0,0,1,Male,0,20,0,0,7,9,5,12.7,0,0,8,9,7,13.475,0,13.9,-0.3,0.79,Enrolled,20-22
Single,General,3,Business/Economy,1,Secondary Education,106.0,1,Higher Education,Secondary,Professionals,Technicians,105.7,1,0,0,1,Male,0,19,0,0,6,6,6,13.333333333333334,0,0,6,9,5,13.8,0,8.9,1.4,3.51,Graduate,17-19
Single,Transfer/Change,1,Agriculture,1,Higher Education,120.0,1,Higher Education,Secondary,Professionals,Agriculture/Fishery,128.2,1,0,0,1,Male,0,24,0,4,9,13,8,13.333333333333334,0,5,10,12,9,13.11111111111111,0,16.2,0.3,-0.92,Enrolled,23-25
Single,General,1,Business/Economy,1,Secondary Education,151.0,1,Secondary,No Schooling/Primary,Clerical,Craft/Trade,137.0,1,0,0,1,Male,0,18,0,0,5,5,5,13.4,0,0,5,5,5,15.0,0,8.9,1.4,3.51,Graduate,17-19
Married/Union,Transfer/Change,1,Business/Economy,1,Basic Education,133.1,1,Other,Other,Other,Other,120.0,0,0,1,0,Male,0,45,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout,30+
Single,Transfer/Change,1,Business/Economy,0,Secondary Education,120.0,1,Other,Other,Other,Other,120.5,1,0,0,1,Male,0,30,0,0,5,5,2,11.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,30+
Single,Transfer/Change,1,Business/Economy,0,Higher Education,120.0,1,Secondary,Higher Education,Clerical,Other,118.1,0,0,0,1,Male,0,28,0,13,15,17,13,12.0,0,9,13,13,9,11.333333333333334,0,8.9,1.4,3.51,Dropout,26-29
Single,Transfer/Change,1,Business/Economy,0,Secondary Education,110.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,139.0,0,0,0,1,Male,0,40,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,30+
Single,Transfer/Change,2,Business/Economy,1,Basic Education,133.1,1,No Schooling/Primary,Basic Education,Clerical,Other,116.3,0,0,0,0,Male,0,32,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,30+
Single,General,5,Business/Economy,1,Secondary Education,118.0,1,Basic Education,No Schooling/Primary,Service/Sales,Service/Sales,120.5,1,0,0,1,Male,0,19,0,0,6,12,4,12.5,0,0,6,12,4,10.25,0,7.6,2.6,0.32,Dropout,17-19
Single,General,1,Arts/Communication,1,Secondary Education,139.0,1,Secondary,Basic Education,Technicians,Elementary,134.9,1,0,0,1,Male,0,20,0,0,6,7,6,13.666666666666666,0,0,6,7,6,12.166666666666666,1,16.2,0.3,-0.92,Graduate,20-22
Single,General,1,Engineering/Tech,1,Secondary Education,130.0,1,Secondary,Higher Education,Clerical,Professionals,123.0,0,0,0,1,Male,0,18,0,0,5,10,1,10.0,0,0,5,7,0,0.0,0,9.4,-0.8,-3.12,Dropout,17-19
Single,General,1,Business/Economy,1,Secondary Education,132.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,122.9,0,0,0,0,Male,0,20,0,0,6,6,6,11.5,0,0,6,9,2,13.0,0,10.8,1.4,1.74,Dropout,20-22
Single,Transfer/Change,1,Business/Economy,0,Secondary Education,100.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Clerical,140.0,0,0,0,1,Male,0,39,0,0,5,7,4,12.25,0,0,5,7,4,12.75,0,15.5,2.8,-4.06,Enrolled,30+
Single,General,1,Engineering/Tech,1,Secondary Education,120.0,1,Basic Education,No Schooling/Primary,Clerical,Plant/Machine,122.5,0,0,0,0,Male,0,19,0,0,6,11,5,13.6,0,0,6,11,5,13.666666666666666,0,11.1,0.6,2.02,Enrolled,17-19
Single,Transfer/Change,1,Business/Economy,0,Basic Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,121.5,0,0,0,1,Male,0,38,0,0,5,11,2,10.5,0,0,5,9,3,11.333333333333334,1,7.6,2.6,0.32,Enrolled,30+
Single,General,3,Health/Medicine,1,Secondary Education,156.0,1,Basic Education,No Schooling/Primary,Clerical,Elementary,132.3,1,0,0,1,Male,1,18,0,0,7,7,6,13.266666666666666,0,0,7,7,6,13.266666666666666,0,7.6,2.6,0.32,Graduate,17-19
Single,General,4,Health/Medicine,1,Secondary Education,143.0,1,Basic Education,No Schooling/Primary,Elementary,Agriculture/Fishery,131.5,1,0,0,1,Male,1,18,0,0,7,8,7,12.5125,0,0,8,8,8,14.1875,0,13.9,-0.3,0.79,Graduate,17-19
Married/Union,Transfer/Change,1,Engineering/Tech,1,Secondary Education,133.1,1,Other,Other,Other,Other,128.2,0,0,0,1,Male,0,28,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,26-29
Single,Transfer/Change,1,Business/Economy,1,Secondary Education,140.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,148.0,1,0,0,0,Male,0,31,0,0,6,14,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout,30+
Single,General,1,Health/Medicine,1,Secondary Education,127.0,1,Higher Education,Basic Education,Technicians,Elementary,121.5,0,0,0,1,Male,0,23,0,0,7,7,6,13.483333333333334,0,0,7,7,6,13.483333333333334,0,7.6,2.6,0.32,Graduate,23-25
Single,General,1,Health/Medicine,1,Secondary Education,135.0,1,No Schooling/Primary,Basic Education,Elementary,Elementary,135.4,1,0,0,1,Male,0,21,0,0,7,9,6,12.565,0,0,8,12,5,12.16,0,11.1,0.6,2.02,Enrolled,20-22
Single,Transfer/Change,1,Social Sciences,1,Basic Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,139.0,0,0,1,0,Male,0,33,0,0,6,8,0,0.0,0,0,5,6,0,0.0,0,16.2,0.3,-0.92,Dropout,30+
Single,Transfer/Change,1,Business/Economy,1,Secondary Education,120.0,1,No Schooling/Primary,No Schooling/Primary,Service/Sales,Technicians,113.4,0,0,0,1,Male,0,22,0,0,5,9,3,13.0,0,0,5,9,3,11.666666666666666,0,12.7,3.7,-1.7,Dropout,20-22
Single,Transfer/Change,1,Engineering/Tech,1,Higher Education,150.0,1,Basic Education,No Schooling/Primary,Elementary,Elementary,150.0,1,0,1,1,Male,0,20,0,0,5,6,5,16.5,0,0,5,7,5,17.714285714285715,0,12.4,0.5,1.79,Dropout,20-22
Single,General,1,Business/Economy,1,Secondary Education,123.0,1,No Schooling/Primary,No Schooling/Primary,Technicians,Technicians,122.0,0,0,1,1,Male,0,19,0,0,6,7,6,13.166666666666666,0,0,6,9,5,13.2,0,8.9,1.4,3.51,Enrolled,17-19
Single,Transfer/Change,1,Engineering/Tech,1,Higher Education,150.0,1,No Schooling/Primary,No Schooling/Primary,Clerical,Managers,150.0,1,0,0,1,Male,0,20,0,1,6,11,6,13.8,0,1,6,7,6,13.142857142857142,0,16.2,0.3,-0.92,Graduate,20-22
Single,Transfer/Change,1,Business/Economy,1,Basic Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Service/Sales,Craft/Trade,119.3,1,0,0,1,Male,0,25,0,0,6,7,6,11.166666666666666,0,0,6,11,4,11.8,0,9.4,-0.8,-3.12,Enrolled,23-25
Single,Transfer/Change,1,Agriculture,1,Secondary Education,130.0,1,Secondary,Secondary,Elementary,Clerical,140.0,0,0,0,0,Male,0,25,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,23-25
Single,General,4,Arts/Communication,1,Secondary Education,140.0,1,Higher Education,Basic Education,Professionals,Other,125.0,1,0,0,1,Male,0,19,0,0,6,7,6,12.666666666666666,0,0,6,8,6,12.142857142857142,0,9.4,-0.8,-3.12,Enrolled,17-19
Single,General,1,Business/Economy,1,Secondary Education,141.0,1,Higher Education,Secondary,Professionals,Clerical,140.7,1,0,0,1,Male,0,20,0,0,5,5,5,12.6,0,0,5,6,4,14.5,1,7.6,2.6,0.32,Graduate,20-22
Married/Union,Transfer/Change,1,Health/Medicine,1,Basic Education,133.1,1,Basic Education,Basic Education,Clerical,Clerical,100.0,0,0,0,1,Male,0,33,0,0,7,7,5,13.06,0,0,7,9,0,0.0,0,16.2,0.3,-0.92,Enrolled,30+
Single,General,5,Arts/Communication,1,Secondary Education,146.0,1,Secondary,No Schooling/Primary,Service/Sales,Service/Sales,146.7,1,0,0,1,Male,0,19,0,0,6,7,6,13.833333333333334,0,0,6,8,6,13.625,0,7.6,2.6,0.32,Graduate,17-19
Single,Transfer/Change,1,Engineering/Tech,1,Basic Education,133.1,1,Other,Other,Unknown,Unknown,96.0,0,0,0,1,Male,0,31,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,30+
Single,Transfer/Change,1,Engineering/Tech,1,Higher Education,160.0,1,Higher Education,No Schooling/Primary,Professionals,Technicians,160.0,0,0,1,0,Male,0,24,0,2,6,6,2,16.0,0,2,7,7,2,16.0,0,8.9,1.4,3.51,Dropout,23-25
Single,Transfer/Change,1,Engineering/Tech,1,Higher Education,130.0,1,Basic Education,Higher Education,Technicians,Clerical,130.0,0,0,1,0,Male,0,23,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,23-25
Married/Union,Transfer/Change,1,Business/Economy,0,Secondary Education,160.0,1,Secondary,Higher Education,Managers,Professionals,130.0,0,0,0,0,Male,1,26,0,0,5,12,3,10.666666666666666,0,0,5,11,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout,26-29
Married/Union,Transfer/Change,1,Arts/Communication,1,Higher Education,140.0,1,No Schooling/Primary,No Schooling/Primary,Agriculture/Fishery,Agriculture/Fishery,140.0,1,0,0,1,Male,0,38,0,14,18,18,18,14.5,0,13,18,18,18,14.5,0,16.2,0.3,-0.92,Graduate,30+
Single,General,6,Engineering/Tech,1,Secondary Education,126.0,1,Basic Education,Basic Education,Craft/Trade,Technicians,116.6,1,0,0,1,Male,1,20,0,0,5,6,5,14.0,0,0,5,7,5,13.8,0,8.9,1.4,3.51,Graduate,20-22
Single,General,5,Engineering/Tech,1,Secondary Education,118.0,1,Secondary,Basic Education,Elementary,Elementary,120.5,1,0,0,1,Male,0,20,0,0,5,10,3,13.333333333333334,0,0,5,11,5,13.571428571428571,0,12.4,0.5,1.79,Graduate,20-22
Single,Transfer/Change,1,Engineering/Tech,1,Basic Education,133.1,1,Higher Education,Secondary,Professionals,Service/Sales,103.0,0,0,0,1,Male,0,25,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,23-25
Single,General,2,Arts/Communication,1,Secondary Education,121.0,1,Secondary,Basic Education,Clerical,Clerical,111.9,1,0,0,1,Male,0,19,0,0,6,9,5,12.0,0,0,6,10,4,11.2,0,8.9,1.4,3.51,Graduate,17-19
Single,General,1,Engineering/Tech,1,Secondary Education,148.0,1,Secondary,No Schooling/Primary,Clerical,Service/Sales,148.7,0,0,0,1,Male,0,18,0,0,5,6,5,16.2,0,0,5,8,5,16.0,0,8.9,1.4,3.51,Graduate,17-19
Single,Transfer/Change,1,Business/Economy,0,Basic Education,133.1,1,Other,Other,Elementary,Elementary,120.0,0,0,0,1,Male,0,28,0,7,13,13,7,10.285714285714286,0,5,11,13,5,10.6,0,10.8,1.4,1.74,Dropout,26-29
Single,General,2,Engineering/Tech,1,Secondary Education,140.0,1,Basic Education,Basic Education,Elementary,Elementary,125.7,1,0,0,1,Male,0,18,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Enrolled,17-19
Single,General,1,Business/Economy,1,Secondary Education,132.0,1,Secondary,No Schooling/Primary,Elementary,Elementary,120.1,1,0,0,1,Male,1,20,0,0,6,7,6,13.571428571428571,0,0,6,8,6,13.166666666666666,0,8.9,1.4,3.51,Graduate,20-22
Single,General,1,Engineering/Tech,1,Secondary Education,140.0,1,Higher Education,Higher Education,Technicians,Technicians,127.8,0,0,0,1,Male,0,18,0,0,6,7,6,14.285714285714286,0,0,6,9,6,14.857142857142858,0,11.1,0.6,2.02,Graduate,17-19
Single,General,3,Business/Economy,1,Secondary Education,112.0,1,Secondary,Secondary,Technicians,Technicians,106.4,1,0,0,1,Male,0,19,0,0,5,7,5,10.2,0,0,5,6,4,10.5,0,12.4,0.5,1.79,Graduate,17-19
Single,Transfer/Change,1,Health/Medicine,1,Secondary Education,100.0,1,Basic Education,Basic Education,Elementary,Elementary,100.0,0,0,1,1,Male,0,24,0,0,8,16,2,10.25,1,0,8,16,2,10.25,1,12.7,3.7,-1.7,Dropout,23-25
Single,General,4,Engineering/Tech,1,Secondary Education,126.0,1,Secondary,Higher Education,Service/Sales,Service/Sales,123.9,1,0,0,1,Male,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,20-22
Single,General,1,Business/Economy,1,Secondary Education,150.0,1,Higher Education,No Schooling/Primary,Clerical,Craft/Trade,139.5,0,0,0,1,Male,1,20,0,0,6,7,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,12.7,3.7,-1.7,Graduate,20-22
Single,Transfer/Change,1,Agriculture,1,Higher Education,150.0,1,Basic Education,Secondary,Elementary,Plant/Machine,150.0,1,0,0,1,Male,0,21,0,0,6,12,5,13.625,0,0,6,6,5,12.6,0,13.9,-0.3,0.79,Graduate,20-22
Married/Union,General,1,Health/Medicine,1,Secondary Education,144.0,1,Basic Education,Basic Education,Elementary,Clerical,139.8,0,0,1,1,Male,0,24,0,0,7,7,7,12.271428571428572,0,0,8,10,7,13.657142857142857,0,10.8,1.4,1.74,Graduate,23-25
Single,Transfer/Change,1,Business/Economy,0,Secondary Education,133.1,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,154.4,0,0,0,1,Male,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout,26-29
Single,General,6,Business/Economy,1,Secondary Education,120.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Elementary,115.5,1,0,1,0,Male,0,19,0,0,5,8,4,12.5,0,0,5,9,5,10.5,0,8.9,1.4,3.51,Enrolled,17-19
Single,Transfer/Change,1,Social Sciences,0,Secondary Education,133.1,1,Higher Education,Basic Education,Clerical,Craft/Trade,119.0,0,0,0,1,Male,0,39,0,3,9,10,9,13.22222222222222,0,2,7,8,7,13.142857142857142,0,8.9,1.4,3.51,Graduate,30+
Single,Transfer/Change,1,Engineering/Tech,1,Secondary Education,133.1,1,Basic Education,No Schooling/Primary,Elementary,Elementary,96.1,0,0,0,1,Male,0,25,0,0,7,13,2,15.0,0,0,7,12,2,11.5,0,12.4,0.5,1.79,Dropout,23-25
Single,Other,1,Arts/Communication,1,Higher Education,130.0,1,Secondary,Higher Education,Elementary,Professionals,130.0,0,0,0,0,Male,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,17-19
Single,Transfer/Change,1,Arts/Communication,1,Secondary Education,133.0,1,Secondary,Higher Education,Elementary,Professionals,128.8,0,0,0,1,Male,0,19,0,6,12,12,12,13.166666666666666,0,6,12,12,12,13.0,0,10.8,1.4,1.74,Graduate,17-19
Single,General,1,Arts/Communication,1,Secondary Education,124.0,1,No Schooling/Primary,No Schooling/Primary,Elementary,Plant/Machine,126.8,0,0,0,1,Male,1,21,0,0,6,8,5,13.833333333333334,0,0,6,6,4,14.0,0,13.9,-0.3,0.79,Graduate,20-22
Single,Other,1,Business/Economy,0,Higher Education,130.0,1,Secondary,Higher Education,Clerical,Professionals,130.0,0,0,0,1,Male,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,26-29
Single,General,3,Business/Economy,1,Secondary Education,124.0,1,Secondary,Secondary,Service/Sales,Technicians,116.7,1,0,0,1,Male,0,19,0,0,5,6,0,0.0,0,0,5,6,0,0.0,0,7.6,2.6,0.32,Enrolled,17-19
Single,General,3,Health/Medicine,1,Secondary Education,132.0,1,Higher Education,Secondary,Professionals,Craft/Trade,125.5,1,0,0,1,Male,0,18,0,0,8,8,7,13.154285714285717,0,0,8,8,7,13.154285714285717,0,10.8,1.4,1.74,Enrolled,17-19
Single,Other,1,Business/Economy,1,Higher Education,110.0,1,Other,No Schooling/Primary,Technicians,Technicians,110.0,1,0,0,1,Male,0,27,0,7,12,12,9,12.333333333333334,0,6,11,11,6,13.166666666666666,0,9.4,-0.8,-3.12,Dropout,26-29
